0,1,2,3
3861,1201,Horn,Bergname
3861,1202,Astser Höreli,Bergname
3921,1203,Zenji,Bergname
1631,1204,Chalchhoren,Bergname
3762,1205,Fuorcla Champatsch,Bergname
3851,1206,Wildfräulitschugga,Bergname
3762,1207,Jamjoch,Bergname
3762,1208,Piz Nair,Bergname
3871,1209,Egghorn,Bergname
3921,1210,Durannapass,Bergname
3851,1211,Grüenhorn,Bergname
3762,1212,Dreiländerspitz,Bergname
3921,1213,Arflinafurgga,Bergname
3762,1214,Fuorcla Spadla,Bergname
3762,1215,Fuorcla d'Urezzas,Bergname
3762,1216,Urezzajoch,Bergname
3921,1217,Faninpass,Bergname
3871,1218,Egghornlücke,Bergname
3901,1219,Montalin,Bergname
3851,1220,Casanna,Bergname
3733,1221,Baldachopf,Bergname
3921,1222,Strassberger Fürggli,Bergname
3762,1223,Piz Urschai Dadoura,Bergname
3733,1224,Taminser Calanda,Bergname
3572,1225,Vorab Pign,Bergname
3921,1226,Dängelstöck,Bergname
3762,1227,Gemsspitz,Bergname
3921,1228,Ratoser Stei,Bergname
3734,1229,Tschepp Sut,Bergname
3921,1230,Fürggli,Bergname
3871,1231,Birchenzughöreli,Bergname
3619,1232,Bündner Vorab,Bergname
3762,1233,Piz Spadla,Bergname
1631,1234,Ober Chämmler,Bergname
3762,1235,Piz Urschai Dadaint,Bergname
3862,1236,Cunggel,Bergname
3921,1238,Gromser Chopf,Bergname
3881,1239,Drimarchaspitz,Bergname
3871,1240,Silvrettahorn,Bergname
3575,1241,Vorabsattel,Bergname
3861,1242,Chistastein,Bergname
3575,1243,Crap Ner,Bergname
3871,1245,Rotflue,Bergname
3863,1246,Mittagspitz,Bergname
3871,1247,Rote Furka,Bergname
3575,1249,Bündnerbergjoch,Bergname
1631,1250,Glarner Vorab,Bergname
3734,1251,Tschepp Sura,Bergname
3762,1252,Piz Tasna,Bergname
3861,1253,Höch Stelli,Bergname
3733,1254,Spitzig Stei,Bergname
3762,1255,Südlicher Chalausspitz,Bergname
3734,1256,Crap Mats,Bergname
3731,1257,Güllachopf,Bergname
3871,1258,Tällispitz,Bergname
3862,1259,Hochwang,Bergname
3861,1260,Hinder Egg,Bergname
3762,1261,Piz Futschöl,Bergname
3762,1262,Mots Patschai,Bergname
3762,1263,Fuorcla Chalaus,Bergname
3575,1264,Piz Grisch,Bergname
3575,1265,Laaxer Stöckli,Bergname
1631,1266,Spienggenstöckli,Bergname
1631,1267,Siwellenchopf,Bergname
3734,1268,Piz Mirutta,Bergname
3871,1269,Chlostertaler Spitz,Bergname
3762,1270,Piz Blaisch Lunga,Bergname
3762,1271,Augstenberg,Bergname
3881,1272,Glatt Bärgji,Bergname
3731,1273,Felsberger Calanda,Bergname
3575,1274,Grischsattel,Bergname
3733,1275,Morchopf,Bergname
3762,1276,Mot,Bergname
3762,1277,Pass Futschöl,Bergname
3762,1278,Nördlicher Chalausspitz,Bergname
3871,1279,Chessler,Bergname
1631,1280,Gletscherhorn,Bergname
3762,1281,Piz Fasch'Alba,Bergname
3762,1282,Grenzeckkopf,Bergname
3871,1283,Hüttenwanghorn,Bergname
3762,1285,Piz Laver,Bergname
3732,1286,Fuorcla Raschaglius,Bergname
1631,1287,Zwölfihoren,Bergname
3871,1288,Chlosterpass,Bergname
3871,1289,Fergenfurgga,Bergname
3863,1290,Glattwang,Bergname
3762,1291,Bischofspitze,Bergname
3881,1292,Giraspitz,Bergname
3901,1293,Tüfels-Chilchli,Bergname
3762,1294,Fuorcla da Tasna,Bergname
3871,1295,Seetällifurgga,Bergname
3762,1296,Curuna Lada,Bergname
3762,1297,Breite Krone,Bergname
3762,1299,Fuorcla d'Laver,Bergname
3733,1301,Oksafurgga,Bergname
1631,1302,Ofen,Bergname
1631,1303,Chli Mittaghorn,Bergname
1631,1304,Mittentaghöreli,Bergname
3871,1306,Sonntagspitze,Bergname
3871,1307,Winterlücke,Bergname
3871,1308,Leidhorn,Bergname
3871,1309,Rot Furgga,Bergname
3871,1311,Scharte,Bergname
3733,1312,Chrummhorasattel,Bergname
3733,1313,Chrummhora,Bergname
3871,1314,Schildflue,Bergname
3871,1315,Ross Chopf,Bergname
3762,1316,Piz Davo Dieu,Bergname
1631,1317,Büchel,Bergname
1631,1318,Mittagshoren,Bergname
3871,1319,Gross Schild,Bergname
3871,1320,Winterberg,Bergname
3762,1321,Fuorcla Davo Lais,Bergname
3762,1322,Fuorcla Davo Dieu,Bergname
3871,1323,Chlei Schild,Bergname
1631,1325,Ärbser Stock,Bergname
3871,1326,Älpeltispitz,Bergname
3871,1327,Schildfurgga,Bergname
3871,1328,Schijenfurgga,Bergname
3732,1330,Grosses Tschingelhorn,Bergname
3294,1331,Mittelberg,Bergname
3871,1332,Bürgenflue,Bergname
3732,1333,Atlas,Bergname
1631,1334,Tritthöreli,Bergname
3733,1335,Hinder Panärahorn,Bergname
3762,1336,Piz Davo Lais,Bergname
3733,1337,Vorder Panärahorn,Bergname
3733,1338,Ringelspitz,Bergname
3733,1339,Piz Barghis,Bergname
3871,1340,Versitspitz,Bergname
1631,1341,Gandstock,Bergname
3733,1342,Vorder Ringel,Bergname
3732,1343,Fuorcla dil Segnas Sura,Bergname
3871,1345,Chlein Seehorn,Bergname
3294,1346,Orglensattel,Bergname
3871,1347,Gross Litzner,Bergname
3732,1348,Pass dil Segnas,Bergname
3732,1349,Segnespass,Bergname
3871,1350,Schildsetz,Bergname
3871,1353,Seehornscharte,Bergname
3734,1355,Piz da Sterls,Bergname
3734,1356,Tristelhorn,Bergname
3871,1357,Gross Seehorn,Bergname
3734,1358,Glaserhorn,Bergname
3901,1359,Haldensteiner Calanda,Bergname
3946,1359,Haldensteiner Calanda,Bergname
3734,1360,Piz Dolf,Bergname
3734,1361,Trinserhorn,Bergname
3294,1362,Orglenlücke,Bergname
3294,1365,Simel,Bergname
3734,1366,Piz Sax,Bergname
3294,1367,Ofen,Bergname
1631,1369,Mörderhoren,Bergname
3871,1370,Plattenhorn,Bergname
3871,1371,Seelücke,Bergname
3734,1372,Trinser Furgga,Bergname
3734,1373,Fuorcla dils Sax,Bergname
3871,1374,Schottenseefürggli,Bergname
3734,1375,Sattel,Bergname
3732,1376,Piz Segnas,Bergname
1631,1377,Biiflenhoren,Bergname
1631,1378,Rotstogg,Bergname
3862,1379,Stelli,Bergname
3946,1380,Rossfallaspitz,Bergname
3294,1381,Augstberg,Bergname
3871,1382,Schaftällifurgga,Bergname
1631,1387,Tierbodenhoren,Bergname
3732,1389,Sardonapass,Bergname
3762,1390,Piz Mottana,Bergname
1631,1391,Chämmler,Bergname
3732,1396,Surenjoch,Bergname
3762,1397,Piz Valpiglia,Bergname
1631,1399,Gross Kärpf,Bergname
3871,1401,Hüenertällijoch,Bergname
3871,1402,Plattenjoch,Bergname
3871,1403,Westlicher Plattenspitz,Bergname
1631,1406,Kärpfscharten,Bergname
3871,1407,Sädelhorn,Bergname
3946,1408,Berger Calanda,Bergname
1631,1410,Chli Kärpf,Bergname
3762,1411,Fimberpass,Bergname
3762,1412,Cuolmen d'Fenga,Bergname
3862,1413,Fadeur,Bergname
3946,1417,Brotjoggli,Bergname
1631,1419,Schwarztschingel,Bergname
3871,1430,Bärnet,Bergname
3871,1431,Carnäirajoch,Bergname
3862,1432,Wannaspitz,Bergname
1631,1435,Hinter Bliistock,Bergname
3752,1436,Piz Tschütta,Bergname
3752,1437,Stammerspitz,Bergname
3871,1438,Teuf Furgga,Bergname
3871,1441,Isentällispitz,Bergname
1631,1442,Gross Schiben,Bergname
3294,1442,Gross Schiben,Bergname
3871,1443,Geisshorn,Bergname
1631,1444,Sunnenbergfurggele,Bergname
3871,1447,Kunterbandfurgga,Bergname
1631,1448,Schabell,Bergname
3762,1451,Pass dals Gips,Bergname
3871,1453,Schaffürggli,Bergname
1631,1454,Mittler Bliistock,Bergname
1631,1457,Furggel,Bergname
1631,1459,Sunnenberg,Bergname
3871,1461,Bockhorn,Bergname
3293,1462,Chli Schiben,Bergname
3294,1462,Chli Schiben,Bergname
3871,1463,Sant Jaggem,Bergname
1631,1464,Vorder Bliistock,Bergname
3762,1465,Piz Davo Sassè,Bergname
1631,1466,Gelb Chopf,Bergname
3752,1469,Rossbodenjoch,Bergname
1631,1471,Schopf,Bergname
1631,1474,Wildmaadfurggeli,Bergname
3947,1477,Schiterberg,Bergname
3752,1481,Fuorcla Chamins,Bergname
3871,1483,Schlappiner Joch,Bergname
1631,1485,Schafgrind,Bergname
3762,1486,Piz Fenga Pitschna,Bergname
3871,1488,Saaser Calanda,Bergname
3752,1489,Piz Chamins,Bergname
1631,1490,Färispitz,Bergname
1631,1492,Fanenfurggeli,Bergname
1631,1494,Berglihoren,Bergname
3752,1495,Stammerjoch,Bergname
1631,1497,Foopass,Bergname
3871,1498,Madrisahorn,Bergname
1631,1509,Nägeler,Bergname
3871,1510,Rätschajoch,Bergname
1631,1511,Fanenstock,Bergname
3862,1513,Hö Säss,Bergname
3752,1514,Piz Vadret,Bergname
3752,1515,Sulnerspitz,Bergname
3293,1518,Sazmartinshorn,Bergname
3294,1518,Sazmartinshorn,Bergname
3293,1520,Muotatalsattel,Bergname
3294,1520,Muotatalsattel,Bergname
3891,1522,Nollachöpf,Bergname
3891,1523,Fürggli,Bergname
1631,1524,Matzlenfurggelen,Bergname
3891,1527,Jägglisch Hora,Bergname
3891,1528,Rätschahorn,Bergname
3293,1530,Heidelspitz,Bergname
3294,1530,Heidelspitz,Bergname
3871,1532,Madrisajoch,Bergname
1631,1534,Stuelegghoren,Bergname
1631,1536,Charenstock,Bergname
3294,1537,Muntaluna,Bergname
3293,1538,Piltschinasattel,Bergname
1631,1539,Matzlenstock,Bergname
3293,1540,Heubützler,Bergname
1631,1541,Grüenenspitz,Bergname
3294,1543,Zanaihorn,Bergname
3293,1544,Grauspitz,Bergname
3891,1545,Hüenertschugga,Bergname
3862,1551,Schwänzelegg,Bergname
3293,1553,Hangsackgrat,Bergname
1631,1555,Foostöckli,Bergname
3293,1556,Piltschinabüchel,Bergname
3891,1557,Gafierjoch,Bergname
1631,1558,Gandfurggele,Bergname
3293,1559,Ruchen,Bergname
3293,1560,Foostock,Bergname
3293,1561,Guetentalfurggla,Bergname
3891,1562,Alpbüel,Bergname
1631,1565,Chli Siwellen,Bergname
3293,1566,Gilbistock,Bergname
3752,1567,Zeblasjoch,Bergname
1631,1568,Hoberg,Bergname
1631,1569,Vordere Gandfurggele,Bergname
3293,1571,Graseggchopf,Bergname
3752,1572,Piz Motnair,Bergname
3891,1574,Geisstschugga,Bergname
1631,1575,Schwirruus-Chöpf,Bergname
1631,1576,Füdlechöpf,Bergname
3294,1577,Pizol,Bergname
3293,1578,Schmidstöck,Bergname
3293,1579,Laritschchopf,Bergname
3891,1581,Chrüz,Bergname
1631,1582,Gross Siwellen,Bergname
3891,1583,Chlei Chrüz,Bergname
3891,1584,Haupt,Bergname
3293,1585,Hüenerspitz,Bergname
3891,1589,Eggberg,Bergname
1631,1590,Schönbüelchopf,Bergname
1631,1592,Walenbützer Furggle,Bergname
3293,1594,Lavtinasattel,Bergname
3752,1595,Paliner Kopf,Bergname
3293,1597,Marchstein,Bergname
3293,1598,Hochwart,Bergname
1631,1600,Risetenhoren,Bergname
3293,1601,Wildseeluggen,Bergname
3752,1602,Piz Ot,Bergname
3291,1603,Girenspitz,Bergname
3891,1604,Riedbüel,Bergname
3891,1605,Gämpiflua,Bergname
1631,1608,Rotstogg,Bergname
3752,1609,Salaaser Kopf,Bergname
3291,1610,Talbühel,Bergname
3293,1613,Jägerichopf,Bergname
1631,1614,Risetenpass,Bergname
3293,1615,Horn,Bergname
3291,1617,Tagweidlichopf,Bergname
1631,1618,Feldegghoren,Bergname
1631,1619,Hanen,Bergname
3291,1620,Schlösslichopf,Bergname
3293,1621,Stoss-Chopf,Bergname
1631,1622,Hellhoren,Bergname
1631,1624,Feldeggfurggle,Bergname
1631,1625,Fuggstock,Bergname
3291,1626,Vasanachopf,Bergname
1631,1627,Fuggfurggle,Bergname
1631,1629,Fulen,Bergname
3891,1630,Schollberg,Bergname
3293,1631,Canälstöckli,Bergname
3891,1632,Riedchopf,Bergname
3891,1633,Ronggspitz,Bergname
1631,1634,Sunnenhöreli,Bergname
3891,1637,Tschatschugga,Bergname
1631,1638,Gulderstock,Bergname
3752,1639,Greitspitz,Bergname
3752,1641,Alptrider Sattl,Bergname
3752,1642,Piz Munschuns,Bergname
3293,1643,Rotrüfner,Bergname
3891,1644,Rotspitz,Bergname
1631,1645,Wissgandstöckli,Bergname
3891,1647,Viereggerpass,Bergname
3752,1648,Idjoch,Bergname
3891,1649,Vieregger,Bergname
3891,1650,Chüenihorn,Bergname
3297,1652,Gamidaurspitz,Bergname
3752,1653,Ausser Viderjoch,Bergname
3891,1654,Graustei,Bergname
3891,1655,Fürggli,Bergname
3292,1656,Fansfurggla,Bergname
3752,1657,Piler,Bergname
3891,1658,Giraspitz,Bergname
3752,1659,Flimspitz,Bergname
1631,1660,Schönbüelchopf,Bergname
1631,1661,Hatzgenstogg,Bergname
3962,1662,Hurscher,Bergname
3292,1663,Siezfurggla,Bergname
3297,1664,Garmil,Bergname
3891,1665,Fürggli,Bergname
3891,1666,Mittelflua,Bergname
3891,1668,Sarotlapass,Bergname
3752,1669,Flimjoch,Bergname
3752,1670,Mullersattl,Bergname
3752,1671,Fuorcla,Bergname
1631,1672,Chilchli,Bergname
3293,1673,Rotchopf,Bergname
3293,1674,Wannenchopf,Bergname
3891,1675,Stock,Bergname
1631,1676,Fessis-Stock,Bergname
3292,1678,Fulegg,Bergname
3752,1679,Bürkelkopf,Bergname
1631,1680,Plattenstogg,Bergname
3292,1681,Lauifurggla,Bergname
3962,1682,Schafberg,Bergname
3292,1683,Guli,Bergname
3752,1684,Westliches Visnitzjoch,Bergname
3752,1685,Visnitzkopf,Bergname
1631,1686,Huet,Bergname
3752,1687,Spatlaskopf,Bergname
3292,1688,Schönbüelfurggel,Bergname
3891,1689,Plasseggapass,Bergname
3293,1690,Madfurggl,Bergname
3297,1691,Fürggli,Bergname
3293,1692,Madchopf,Bergname
3891,1693,Carschinafurgga,Bergname
1631,1694,Schafläger,Bergname
3891,1695,Schijenflue,Bergname
3962,1696,Waldjibüel,Bergname
3972,1697,Vilan,Bergname
3292,1698,Chläuifurggla,Bergname
3961,1699,Sassauna,Bergname
3752,1700,Cuolm d'Alp Bella,Bergname
3752,1701,Östliches Visnitzjoch,Bergname
3293,1703,Rundchopf,Bergname
3952,1704,Messhaldaspitz,Bergname
1631,1705,Gufelstock,Bergname
3891,1706,Sulzfluh,Bergname
1631,1707,Spitzmeilen,Bergname
3962,1708,Drosbüel,Bergname
3293,1709,Schwarzchopf,Bergname
3292,1711,Heubüel,Bergname
3891,1712,Fluachopf,Bergname
1631,1713,Heustock,Bergname
1631,1714,Wissmeilen,Bergname
3293,1715,Hüenerchopf,Bergname
1631,1716,Höch,Bergname
3952,1717,Fürggli,Bergname
1631,1719,Wissmeilenpass,Bergname
3961,1721,Pfäwi,Bergname
1631,1723,Chli Höch,Bergname
1631,1724,Widersteinerfurgglen,Bergname
3891,1725,Gruobapass,Bergname
1631,1726,Huet,Bergname
1631,1727,Hächlenstock,Bergname
1631,1728,Heustockfurggel,Bergname
1631,1729,Heustock,Bergname
1631,1730,Holzflue,Bergname
1631,1731,Magerrain,Bergname
3961,1732,Fürggli,Bergname
3891,1733,Grüen Fürggli,Bergname
3293,1734,Loschopf,Bergname
3891,1735,Tilisunafürggli,Bergname
1631,1736,Goggeien,Bergname
1631,1737,Ruchsitenstöckli,Bergname
3292,1738,Hochfinsler,Bergname
3961,1739,Picardichopf,Bergname
3961,1740,Lägend Sagettis,Bergname
3961,1741,Tüf Sagettis,Bergname
3962,1742,Girafürggli,Bergname
3962,1743,Eisjöchl,Bergname
3962,1744,Schafbüel,Bergname
3972,1745,Giraspitz,Bergname
3972,1746,Fadurer Fürggli,Bergname
3972,1747,Hoch Sagettis,Bergname
1631,1749,Schwarzstöckli,Bergname
3293,1750,Hochgamatsch,Bergname
3293,1751,Pfufisegg,Bergname
3292,1753,Türli,Bergname
3292,1763,Steingässler,Bergname
3972,1764,Chilchli,Bergname
3972,1770,Cavälljoch,Bergname
3972,1771,Gafalljoch,Bergname
3972,1772,Hochbühel,Bergname
1630,1778,Chüetelstöggli,Bergname
3972,1780,Heidbühel,Bergname
3292,1781,Gross Sächser,Bergname
3972,1783,Chanzeljoch,Bergname
3953,1785,Sunnaspitz,Bergname
3953,1787,Gir,Bergname
3972,1788,Gamslugga,Bergname
3293,1789,Guscha,Bergname
3953,1795,Tannkopf,Bergname
3972,1803,Tschingel,Bergname
1630,1804,Mürtschenfurgglen,Bergname
1630,1805,Schwarzchopf,Bergname
3953,1806,Bartümeljoch,Bergname
3953,1807,Guschasattel,Bergname
3953,1808,Mazorahöhi,Bergname
1630,1812,Fronalppass,Bergname
3292,1814,Breitmantel,Bergname
3972,1815,Schesaplana,Bergname
3972,1816,Gross Furgga,Bergname
3972,1817,Hochjoch,Bergname
3953,1818,Rot Spitz,Bergname
3953,1819,Ijesfürggli,Bergname
3292,1821,Leist,Bergname
3953,1823,Guschner Gir,Bergname
3953,1824,Wörznerhorn,Bergname
3292,1825,Ziger,Bergname
1630,1826,Ruchen,Bergname
1630,1827,Esel,Bergname
3972,1828,Salaruelkopf,Bergname
3292,1829,Maschgalugge,Bergname
3953,1831,Mittlerspitz,Bergname
3296,1832,Gonzen,Bergname
1630,1833,Mittagstöckli,Bergname
1630,1836,Fulen,Bergname
3292,1837,Prodkamm,Bergname
1630,1838,Schijenstock,Bergname
1630,1842,Tugsteinhoren,Bergname
1630,1845,Alpbigligenstöckli,Bergname
1630,1849,Stock,Bergname
1630,1854,Gulmen,Bergname
1630,1855,Furggeli,Bergname
1630,1856,Leiststock,Bergname
1630,1857,Firzstock,Bergname
1630,1865,Stöckli,Bergname
1630,1866,Nüenchamm,Bergname
3276,1867,Runenberg,Bergname
3276,1869,Spitzbüel,Bergname
1630,1874,Guligrind,Bergname
1630,1875,Höch Farlen,Bergname
3276,1879,Girenspitz,Bergname
3276,1886,Gauschla,Bergname
3276,1887,Stelli,Bergname
3276,1894,Alvier,Bergname
3298,1895,Chli Alvier,Bergname
3298,1898,Chrummenstein,Bergname
3275,1899,Chopf,Bergname
3275,1900,Zwingler,Bergname
3275,1904,Hurst,Bergname
3275,1908,Bergli,Bergname
3275,1910,Gross Fulfirst,Bergname
3298,1911,Chli Fulfirst,Bergname
3298,1913,Sichelchamm,Bergname
3275,1919,Gäle Chopf,Bergname
3275,1924,Glännlichopf,Bergname
3275,1925,Glannachopf,Bergname
3359,1930,Gocht,Bergname
3298,1933,Höchst,Bergname
3298,1935,Nideri,Bergname
3298,1936,Tristencholben,Bergname
3271,1939,Margelchopf,Bergname
3359,1941,Wart,Bergname
3298,1946,Frümsel,Bergname
3359,1947,Selun,Bergname
3298,1950,Brisi,Bergname
3298,1952,Hinderrugg,Bergname
3298,1953,Zuestoll,Bergname
3298,1954,Schibenstoll,Bergname
3359,1956,Chäserrugg,Bergname
3359,1988,Mittagberg,Bergname
3352,1994,Chli Speer,Bergname
3360,1997,Speermürli,Bergname
3352,1998,Wannenberg,Bergname
3360,1999,Bützalpsattel,Bergname
3360,2001,Bremacher Höchi,Bergname
3352,2003,Tüfentaler Berg,Bergname
3360,2004,Schlofstein,Bergname
3360,2005,Bläss-Chopf,Bergname
3360,2007,Neuenalpspitz,Bergname
3352,2008,Schorhüttenberg,Bergname
3352,2013,Tanzboden,Bergname
3360,2014,Risipass,Bergname
3359,2015,Schwarzchopf,Bergname
3360,2016,Windenpass,Bergname
3341,2017,Chüebodenegg,Bergname
3359,2018,Lütispitz,Bergname
3359,2019,Zehespitz,Bergname
3359,2020,Gulme,Bergname
3359,2021,Jöchli,Bergname
3359,2022,Stooss,Bergname
3359,2023,Stoosssattel,Bergname
3359,2024,Ruchbüel,Bergname
3112,2025,Zwinglipass,Bergname
3112,2026,Chreialppass,Bergname
3359,2030,Hundstei,Bergname
3359,2031,Silberplatten,Bergname
3112,2032,Altmann,Bergname
3112,2033,Rotsteinpass,Bergname
3359,2034,Gir,Bergname
3359,2035,Spitzbergli,Bergname
3359,2036,Chalbersäntis,Bergname
3112,2039,Nadlenspitz,Bergname
3112,2040,Säntis,Bergname
3112,2042,Wagenlücke,Bergname
3112,2043,Girenspitz,Bergname
3112,2044,Rot Turm,Bergname
3112,2045,Freiheittürm,Bergname
3112,2047,Hundstein,Bergname
3112,2048,Bötzelkopf,Bergname
3112,2052,Widderalpsattel,Bergname
3112,2053,Höchnideri,Bergname
3360,2055,Spicher,Bergname
3112,2056,Öhrlikopf,Bergname
3112,2059,Bogartenlücke,Bergname
3112,2060,Lötzlisälplisattel,Bergname
3112,2063,Altenalpsattel,Bergname
3112,2066,Läden,Bergname
3112,2067,Schäfler,Bergname
3112,2069,Hoher Kasten,Bergname
3112,2071,Kronberg,Bergname
3256,2075,Tolenegg,Bergname
3256,2076,Dürrenegg,Bergname
3112,2077,Resspass,Bergname
3101,2078,Klosterspitz,Bergname
3112,2082,Fähnerenspitz,Bergname
3254,2085,Schörgisknorren,Bergname
3254,2088,Hueberberg,Bergname
4726,2124,Chranzebärg,Bergname
3405,2125,Bärensberg,Bergname
3444,2172,Chüngelibärg,Bergname
4821,2272,Heerebärg,Bergname
4821,2280,Heerebärg,Bergname
4545,2325,Eichbühl,Bergname
230,2381,Egg,Bergname
37,2382,Husemerbüel,Bergname
4821,2401,Buck,Bergname
2844,2405,Hübel,Bergname
2844,2408,Mumpferflue,Bergname
2844,2409,Zeinigerberg,Bergname
2844,2415,Chriesiberg,Bergname
2844,2443,Rorchopf,Bergname
6282,2461,Lammenhorn,Bergname
6291,2462,Jegihorn,Bergname
6282,2463,Schilthorn,Bergname
6011,2464,Irgilihorn,Bergname
90,2474,Tännlibuck,Bergname
62,2482,Hagenbuck,Bergname
90,2487,Bückli,Bergname
2869,2500,Spitzeberg,Bergname
2888,2602,Holznechhübel,Bergname
2888,2618,Bilsteinberg,Bergname
4280,2653,Känzeli,Bergname
6156,2659,Grande Aiguille,Bergname
5136,2669,Passo Pianaccio,Bergname
6054,2671,Eggerscharte,Bergname
6076,2682,Pizzo Rotondo,Bergname
1140,2689,Mühlberg,Bergname
5402,2699,Lion d'Argentine,Bergname
1147,2707,Birchberg,Bergname
1403,2717,Nünalpstock,Bergname
1403,2718,Haglere,Bergname
1403,2719,Teufimattsattel,Bergname
5323,2720,Bocchetta del Mottone,Bergname
1140,2723,Guggerhöchi,Bergname
6157,2731,Aiguille des Champeys,Bergname
746,2747,Wilerberg,Bergname
405,2757,Hubel,Bergname
6157,2772,La Colline des Crosets,Bergname
6157,2773,Pointe des Mossettes,Bergname
1211,2790,Vorder Jochli,Bergname
1211,2791,Jochlistock,Bergname
1066,2812,Studberg,Bergname
1066,2831,Stäfeliflue,Bergname
1215,2845,Niderbauen Chulm,Bergname
1215,2851,Hundschopf,Bergname
1005,2855,Schimberig,Bergname
1215,2866,Oberbauenstock,Bergname
1211,2876,Schinberg,Bergname
1211,2880,Hinter Jochli,Bergname
1211,2883,Risetenstock,Bergname
1211,2887,Schuenegg,Bergname
1211,2889,Steinalper Jochli,Bergname
1511,2891,Heitibüel,Bergname
1511,2892,Lauwistock,Bergname
1511,2893,Brisen,Bergname
1211,2895,Hoh Brisen,Bergname
1404,2896,Flüe,Bergname
1211,2897,Alpeler,Bergname
1404,2899,Landenberg,Bergname
1211,2900,Maisander,Bergname
1004,2901,Beichle,Bergname
1511,2902,Sinsgäuer Jochli,Bergname
1407,2904,Rickhubel,Bergname
1004,2905,Fürstei,Bergname
1407,2907,Glaubenberg,Bergname
1407,2908,Glaubenstock,Bergname
1211,2909,Sinsgäuer Schonegg,Bergname
1511,2909,Sinsgäuer Schonegg,Bergname
1211,2910,Schonegg Pass,Bergname
1511,2910,Schonegg Pass,Bergname
1407,2912,Sewenegg,Bergname
1004,2914,Chli Fürstei,Bergname
1511,2916,Plattenegg,Bergname
1211,2920,Chli Schlieren,Bergname
1511,2923,Chaiserstuel,Bergname
1511,2924,Gräfimattnollen,Bergname
1511,2929,Bietstöck,Bergname
1004,2930,Hilferepass,Bergname
1404,2931,Gräfimattstand,Bergname
1404,2933,Hüser,Bergname
1211,2934,Schoneggeli,Bergname
1211,2935,Bannalp Pass,Bergname
1403,2936,Nollen,Bergname
1511,2937,Alpelenstock,Bergname
1211,2939,Chli Rimistock,Bergname
1211,2940,Schlieren,Bergname
1403,2944,Sattelstock,Bergname
1403,2945,Heidberistöckli,Bergname
1511,2946,Schluchberg,Bergname
1403,2949,Sattelpass,Bergname
1211,2950,Uri Rotstock,Bergname
1511,2951,Münggenstöckli,Bergname
1511,2955,Schienberg,Bergname
1511,2956,Hasenstöck,Bergname
1403,2958,Bärenturm,Bergname
1511,2960,Kleiner Sättelistock,Bergname
1211,2961,Oberberg,Bergname
1211,2962,Ruchstock,Bergname
1511,2963,Grosser Walenstock,Bergname
1211,2964,Hasenstock,Bergname
1004,2966,Telle,Bergname
1511,2967,Lauchernstock,Bergname
1402,2968,Engelberger Rotstock,Bergname
1004,2969,Ober Gummenegg,Bergname
1211,2970,Schlossstock,Bergname
1402,2971,Engelberger Lücke,Bergname
1004,2972,Strick,Bergname
1402,2973,Spitzmann,Bergname
1402,2975,Scheyeggstock,Bergname
1203,2976,Gitschenhöreli,Bergname
1203,2977,Brunnistock,Bergname
1211,2978,Schlossstocklücke,Bergname
1402,2979,Bettlerstock,Bergname
1631,2980,Vorder Spitzalpelistock,Bergname
1211,2981,Wissigstock,Bergname
1404,2982,Lachenhörnli,Bergname
1404,2983,Storegghorn,Bergname
1404,2987,Storeggpass,Bergname
1004,2989,Hächle,Bergname
1203,2992,Blackenstock,Bergname
1403,2993,Haldimattstock,Bergname
1203,2994,Schuflen,Bergname
1511,2997,Chrüzegg,Bergname
1203,3000,Leist,Bergname
1402,3000,Leist,Bergname
1402,3006,Gross Gemsispil,Bergname
1402,3007,Chli Gemsispil,Bergname
1402,3008,Ful Berg,Bergname
1511,3011,Hohliecht,Bergname
1203,3012,Turm,Bergname
1203,3013,Rot Schutz,Bergname
1404,3015,Widderfeld Stock,Bergname
